id,user_posted,name,Content,date_posted,media_url,videos,url,quoted_post,caption  ,tagged_users,replies,reposts,likes,views,external_url,hashtags,followers,biography,posts_count,profile_image_link,following,is_verified,quotes,bookmarks,parent_post_details,
1733669156396949834,NouAlshaikh,NoNa,"All the prophets are Muslims to Allah (God) Almighty, Noah, David, Solomon, Jacob, Isaac, Joseph, Abraham, Ismael …….all of them, peace be upon them. They are God’s messengers to the people so that they may worship Him (SWT). The last of the Prophets is Muhammad, (PBUH), and there is no prophet after him.","""2023-12-10T02:05:11.000Z""",null,null,https://x.com/NouAlshaikh/status/1733669156396949834,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""20091551"",""profile_name"":""Bonzer Wolf™"",""url"":""https://x.com/BonzerWolf""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""2830229425"",""profile_name"":""Joram van Klaveren"",""url"":""https://x.com/JoramvKlaveren""}]",8,3,48,4403,,null,317,🕊️🇸🇦🕊️🇵🇸🕊️,5481,https://pbs.twimg.com/profile_images/561138190254211072/de0OMf6t_normal.jpeg,332,FALSE,1,1,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1782816969793699932,Mondoweiss,Mondoweiss,"The current ""antisemitism panic"" at Columbia University is manufactured hysteria weaponized to quell legitimate political speech on campus and give cover to the larger project of ethnic cleansing in the West Bank and, now, of course, Gaza.","""2024-04-23T17:01:03.000Z""",null,null,https://x.com/Mondoweiss/status/1782816969793699932,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,47,1038,2189,200957,https://bit.ly/3WuDgMH,null,161527,"News & analysis for people taking action for Palestine.

Support our independent coverage: https://t.co/jk0XM6jA2J",75245,https://pbs.twimg.com/profile_images/1251207879866101761/w0Y7TaM8_normal.jpg,3816,FALSE,16,140,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1824442144821817449,Alhattab2020,𝐃𝐫.𝐌𝗼𝐡𝐚𝗺𝗺𝐚𝐃 𝐒. 𝐀𝐥𝐡𝐚𝐭𝐭𝐚𝐛 𓂆🇵🇸,نفس السؤال بطريقة أخرى: لماذا تقاومين من يحاول اغتصـ..ـابك؟,"""2024-08-16T13:44:38.000Z""",null,null,https://x.com/Alhattab2020/status/1824442144821817449,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""134904577"",""profile_name"":""Sawsan Mhanna| سوسن مهنّا"",""url"":""https://x.com/SawsanaMehanna""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""96083073"",""profile_name"":""فيصل القاسم"",""url"":""https://x.com/kasimf""}]",100,19,845,43313,,null,946,مواطنٌ من غزة، من حي الشجاعية الصامد رَغمَ الدمار. نحنُ منها وإنا لها راجعون (إن شٰاءَ الله ),3557,https://pbs.twimg.com/profile_images/1758480196770963456/F-p1lDIk_normal.jpg,1467,FALSE,3,7,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1799868158649458922,LarryBoorstein,Laurence (Larry) Boorstein,"Most likely Abdallah Aljamal was shot along with his family because he was a journalist and, worse, from the ""Israel's"" point of view,"" for Al Jazeera. 141 journalists have been killed earlier. IDF targets journalists. Accusing him of holding a hostage is cover for IDF's crime","""2024-06-09T18:16:23.000Z""",null,null,https://x.com/LarryBoorstein/status/1799868158649458922,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""2614351981"",""profile_name"":""Muhammad Shehada"",""url"":""https://x.com/muhammadshehad2""}]",65,184,960,23945,,null,9549,Project Management Professional PMP® Certified Scrum Master CSM® Scrum Master Certified SMC™ MBA Finance CE Civil Engineering–Projects in 18 states 29 countries,315615,https://pbs.twimg.com/profile_images/1115391288201875456/iuDRb6tK_normal.png,942,FALSE,7,15,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1758898480779821401,flanagancan,Frenemy of the Court 🏳️‍🌈🏳️‍⚧️🇵🇸,Put some respect on Aayla’s name,"""2024-02-17T16:57:31.000Z""","[""https://pbs.twimg.com/media/GGjc2OVaQAAW7mN.jpg""]",null,https://x.com/flanagancan/status/1758898480779821401,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""74087670"",""profile_name"":""JP"",""url"":""https://x.com/jpbrammer""}]",5,40,3770,163629,,null,2070,Same handle on most platforms.,39155,https://pbs.twimg.com/profile_images/1319354627788210176/AkI_jI1Q_normal.jpg,2462,FALSE,7,60,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1731037516747137119,JudiRever,Judi Rever,"Admittedly shaken to hear of the passing of Faustin Twagiramungu, a monumental figure in Rwandan politics. He believed that Rwanda's younger generation could find a better way to live together & flourish. With age & experience he became humble & wise, seeing Paul Kagame's regime for what it truly was: deceptive & despotic. Faustin Twagiramungu will forever be courageous & principled in the memory of Rwandans. May he rest in peace.","""2023-12-02T19:47:59.000Z""","[""https://pbs.twimg.com/media/GAW-NtiWMAA-9iw.jpg""]",null,https://x.com/JudiRever/status/1731037516747137119,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,107,125,385,52998,,null,24300,"journalist, author In Praise of Blood https://t.co/5DA5TdeIUN…
journaliste, auteure Rwanda l'éloge du sang https://t.co/PygXSzANQD…",8145,https://pbs.twimg.com/profile_images/1323666276091367425/v5A-p2TO_normal.jpg,6808,FALSE,14,18,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1772816095935668705,amyklobuchar,Amy Klobuchar,"Whether it’s this, IVF, or emergency care, we will continue to see this chaos until we codify Roe v. Wade into law.","""2024-03-27T02:41:09.000Z""","[""https://video.twimg.com/amplify_video/1772815288309837825/vid/avc1/1280x720/tO3hGexg7ryiNZ9-.mp4?tag=14""]","[""https://video.twimg.com/amplify_video/1772815288309837825/vid/avc1/1280x720/tO3hGexg7ryiNZ9-.mp4?tag=14""]",https://x.com/amyklobuchar/status/1772816095935668705,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,374,606,3426,72467,,null,2014426,U.S. Senator from Minnesota.,18509,https://pbs.twimg.com/profile_images/1220222507715686400/sugRph6d_normal.jpg,119179,FALSE,14,14,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1756512381184643214,NehruRule34,Avanya 🍯,IM THE THIRD MFER IN THIS TWEET AND NOBODY REMEMBERS ME Nobody recognizes me from my AvaLuvsRice days,"""2024-02-11T02:56:00.000Z""","[""https://pbs.twimg.com/media/GGBioYeWkAAuIQG.png""]",null,https://x.com/NehruRule34/status/1756512381184643214,"{""data_posted"":null,""description"":""Nobody recognizes me from my AvaLuvsRice days ☹️"",""photos"":null,""post_id"":""1756512017853100293"",""profile_id"":""NehruRule34"",""profile_name"":""Avanya 🍯"",""url"":""https://x.com/NehruRule34/status/1756512017853100293"",""videos"":null}",Nobody recognizes me from my AvaLuvsRice days ☹️,null,8,3,83,7224,,null,231,fortnite queen 🇵🇸🔻 follow my music acc @AVACADOMUSIC,4816,https://pbs.twimg.com/profile_images/1781369447464271873/vXMi4enG_normal.jpg,372,FALSE,4,6,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1795527804874035366,MexconPalestina,PLATAFORMA COMÚN POR PALESTINA,"Las declaraciones presidenciales de @lopezobrador_ del viernes 24 de Mayo en la #Mañanera , son la prueba de que #México no reconoce aún a #Palestina como Estado y se niega a aportarle su soporte en pleno #GenocidioEnGaza , con excusas irrecevables. Reconocimiento de Palestina ya!","""2024-05-28T18:49:22.000Z""","[""https://pbs.twimg.com/media/GOr_BJfXwAAGQVI.jpg""]",null,https://x.com/MexconPalestina/status/1795527804874035366,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""82119937"",""profile_name"":""Andrés Manuel"",""url"":""https://x.com/lopezobrador_""}]",13,49,116,2889,,"[""Mañanera"",""México"",""Palestina"",""GenocidioEnGaza""]",2076,"Conjunto de organizaciones, sindicatos, colectivas y personas en solidaridad con Palestina desde México 
🇲🇽🤝🇵🇸",2031,https://pbs.twimg.com/profile_images/1722840969052131328/_CRL1b42_normal.jpg,476,FALSE,4,10,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1826587636619747820,JoseHernandezDz,Jose Hernandez Diaz,Stephen Dunn,"""2024-08-22T11:50:03.000Z""","[""https://pbs.twimg.com/media/GVlXxTgW8AAg_6K.jpg""]",null,https://x.com/JoseHernandezDz/status/1826587636619747820,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,1,55,321,24310,,null,29401,"NEA. Writer in Residence: @UTKnoxville. The Fire Eater; Bad Mexican, Bad American; The Parachutist; Portrait of the Artist as a Brown Man; The Lighthouse Tattoo",36139,https://pbs.twimg.com/profile_images/1744785039295213568/AbvQpRmb_normal.jpg,13110,FALSE,4,132,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1728112006891274241,herzallah_moath,Moath Herzallah 🔻,So let's recap the Ceasefire today 1. Israel Shot at crowds around Al Rantisi Hospital injuring 1 man at least 2. Israel shot into a crowd of people trying to reconnect with their families in the North injuring 7 and Killing 2 3. Israel flew drones over Rafah Crossing (1/2),"""2023-11-24T18:03:03.000Z""",null,null,https://x.com/herzallah_moath/status/1728112006891274241,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""3665198176"",""profile_name"":""Saul Staniforth"",""url"":""https://x.com/SaulStaniforth""}]",6,63,139,7905,,null,546,Unapologetically Palestinian 🇵🇸 27027,66525,https://pbs.twimg.com/profile_images/1338885187938168834/-BUjqlpx_normal.jpg,893,FALSE,4,5,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1772059604140073267,tyorrique,Tyrique🍊,Clear answer Who is even the “big 3?”,"""2024-03-25T00:35:07.000Z""","[""https://pbs.twimg.com/media/GJee0QNWcAEsTO9.jpg"",""https://pbs.twimg.com/media/GJee0QSXQAItGzh.jpg"",""https://pbs.twimg.com/media/GJee0QSWIAEaHL7.jpg""]",null,https://x.com/tyorrique/status/1772059604140073267,"{""data_posted"":null,""description"":""Who is even the “big 3?”"",""photos"":null,""post_id"":""1771214282094444818"",""profile_id"":""drycleandolo"",""profile_name"":""😎"",""url"":""https://x.com/drycleandolo/status/1771214282094444818"",""videos"":null}",Who is even the “big 3?”,null,19,15,331,103847,,null,4215,"PhD-ing in philosophy | Interested in Sartre, Fanon, and Marx | (ignore my typos)",13901,https://pbs.twimg.com/profile_images/1813974961448452096/ByPn6Opl_normal.jpg,1992,FALSE,30,81,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1765099229146501247,GPCodziennie,GP Codziennie,„Rolnicy protestują w obronie nas wszystkich“. @jakubiak_marek wskazał prawdziwy cel Zielonego Ładu @RepublikaTV,"""2024-03-05T19:37:04.000Z""",null,null,https://x.com/GPCodziennie/status/1765099229146501247,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""3537549496"",""profile_name"":""Marek Jakubiak 🇵🇱"",""url"":""https://x.com/jakubiak_marek""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1073461458"",""profile_name"":""Telewizja Republika 🇵🇱 #włączprawdę"",""url"":""https://x.com/RepublikaTV""}]",24,57,225,7046,https://niezalezna.pl/polityka/rolnicy-protestuja-w-obronie-nas-wszystkich-jakubiak-wskazal-prawdziwy-cel-zielonego-ladu/512769,null,45470,Oficjalny profil Gazety Polskiej Codziennie - Codziennie. Blisko Ciebie. #GPC ➡️ https://t.co/MysKSrGOwk,31409,https://pbs.twimg.com/profile_images/877066382600523777/bU8askBI_normal.jpg,746,FALSE,2,0,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1792304723711656314,pennfsp,Penn Freedom School for Palestine 📌,"STATEMENT: The Gaza Solidarity Encampment at Drexel's Demands A more detailed demand document (with sources) is linked in the linktree, along with other ways to help the encampment & Palestinians in Gaza https:// linktr.ee/drexelpalestin ecoalition … —Thread (1/4)","""2024-05-19T21:22:00.000Z""","[""https://pbs.twimg.com/media/GN-IYQFWkAEoygv.jpg"",""https://pbs.twimg.com/media/GN-IgUjXQAAdou4.jpg""]",null,https://x.com/pennfsp/status/1792304723711656314,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,4,49,89,5732,https://linktr.ee/drexelpalestinecoalition,null,763,"penn students offering critical, liberatory programming in spite of the University’s attempts to silence pro-Palestinian expression 🇵🇸🍉",368,https://pbs.twimg.com/profile_images/1784421324057722880/6kaELyXi_normal.jpg,109,FALSE,2,4,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1741479858079776834,ciarantierney,Ciaran Tierney,An amazing attendance at the New Year's Eve Vigil for Palestine in #Galway today. To see so many people turn up in the cold and rain shows how much #Irish people empathise with the people of occupied #Palestine #GazaGenocide @ipsc48 @SadakaIreland,"""2023-12-31T15:22:07.000Z""","[""https://pbs.twimg.com/media/GCr6sa9W0AAjiZC.jpg""]",null,https://x.com/ciarantierney/status/1741479858079776834,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""112522157"",""profile_name"":""IPSC"",""url"":""https://x.com/ipsc48""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""217582256"",""profile_name"":""Sadaka"",""url"":""https://x.com/SadakaIreland""}]",27,253,794,15819,,"[""Galway"",""Irish"",""Palestine"",""GazaGenocide""]",5188,"Journalist. Blogger. Content Writer. Digital Marketing / Social media manager. 

Irish Current Affairs Blogger of the Year 
Ag foghlaim Gaeilge. 
#Gaillimh",29351,https://pbs.twimg.com/profile_images/1752476423481131008/HDA37d73_normal.jpg,2214,FALSE,5,3,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1784383493536903569,FW4Palestine,Film Workers For Palestine,"The directors of Yintah call out @hotdocs sponsor at their Canadian premiere: ""While we are grateful for the opportunity to show this film, we refuse to allow this venue to whitewash Scotiabank's reputation at home and abroad."" #Hotdocs24 #NoArmsintheArts","""2024-04-28T00:45:51.000Z""","[""https://video.twimg.com/ext_tw_video/1784383298409472000/pu/vid/avc1/720x1280/CYhsHR3kqCG3glgK.mp4?tag=12""]","[""https://video.twimg.com/ext_tw_video/1784383298409472000/pu/vid/avc1/720x1280/CYhsHR3kqCG3glgK.mp4?tag=12""]",https://x.com/FW4Palestine/status/1784383493536903569,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""19632023"",""profile_name"":""Hot Docs"",""url"":""https://x.com/HotDocs""}]",2,62,206,19253,,"[""Hotdocs24"",""NoArmsintheArts""]",1585,"Film Workers for Palestine is a call by and for filmmakers and cinema workers to stand for an end to genocide, and for a free Palestine #FilmWorkersForPalestine",466,https://pbs.twimg.com/profile_images/1747755471916711936/NvHWU4ZG_normal.jpg,105,FALSE,12,25,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1771147309025198200,seeyews,siu / quinn 🕯️,blood moon event tempting to grind but my ass gets off dbd after 2 matches,"""2024-03-22T12:09:59.000Z""","[""https://pbs.twimg.com/media/GJRhFeNXkAA2Q1B.jpg""]",null,https://x.com/seeyews/status/1771147309025198200,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,19,37,440,17650,,null,1031,➸ gay ass dawg that religiously plays wesker & zarina ✦ eng / esp ok! ✦ player for @FlicklandDBD ✦ freelance artist ✦ #freepalestine 🇵🇸,18699,https://pbs.twimg.com/profile_images/1832169587997020160/AlCghF1C_normal.jpg,550,FALSE,2,6,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1750679810722963780,RuARussia,Ruz #StopArmenianGenocide2023,"#VisitArmenia and explore all its beautiful places Incredible history of 7500 year old Armenian Stonehenge Carahunge (Karahunj and Qarahunj), also known as Zorats Karer; a prehistoric archaeological site near town of Sisian in Syunik Province of Armenia. It is also often referred to in international tourist lore as ""Armenian","""2024-01-26T00:39:27.000Z""",null,null,https://x.com/RuARussia/status/1750679810722963780,"{""data_posted"":null,""description"":""Incredible history of 7500 year old Armenian Stonehenge Carahunge (Karahunj and Qarahunj), also known as Zorats Karer; a prehistoric archaeological site near town of Sisian in Syunik Province of Armenia. It is also often referred to in international tourist lore as \""Armenian https://t.co/sqB7im4qxG"",""photos"":[""https://pbs.twimg.com/media/GEqt1m5bIAA8zD_.jpg""],""post_id"":""1750402548387983735"",""profile_id"":""archeohistories"",""profile_name"":""Archaeo - Histories"",""url"":""https://x.com/archeohistories/status/1750402548387983735"",""videos"":null}","Incredible history of 7500 year old Armenian Stonehenge Carahunge (Karahunj and Qarahunj), also known as Zorats Karer; a prehistoric archaeological site near town of Sisian in Syunik Province of Armenia. It is also often referred to in international tourist lore as \""Armenian",null,2,5,26,861,,"[""VisitArmenia""]",1504,🇦🇲,31295,https://pbs.twimg.com/profile_images/1346434265865715712/pbv1o1kL_normal.jpg,2960,FALSE,1,2,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1794833378815910063,TheRightsForum,The Rights Forum,"Dit zijn de beelden, @MinBZ @HankeBruinsSlot . Een paar dagen na de uitspraak van het @CIJ_ICJ lapt Israël de uitspraak van deze hoogste internationale rechter volledig aan zijn laars. We blijven Israël onvoorwaardelijk steunen? We gooien het internationaal recht te grabbel? Horrible scenes of a new massacre in Rafah: The Israeli army committed a horrific massacre in North West Rafah which is supposed to be a safe area bombarding and burning tents of displaced Palestinians killing more than 30 civilians many of whom were burned to death and injuring","""2024-05-26T20:49:58.000Z""",null,null,https://x.com/TheRightsForum/status/1794833378815910063,"{""data_posted"":null,""description"":""Horrible scenes of a new massacre in Rafah:  The Israeli army committed a horrific massacre in North West Rafah which is supposed to be a safe area bombarding and burning tents of displaced Palestinians killing more than 30 civilians many of whom were burned to death and injuring https://t.co/SwZYrpXQFF"",""photos"":null,""post_id"":""1794824954535407805"",""profile_id"":""MustafaBarghou1"",""profile_name"":""Mustafa Barghouti @Mustafa_Barghouti"",""url"":""https://x.com/MustafaBarghou1/status/1794824954535407805"",""videos"":[""https://video.twimg.com/amplify_video/1794824843801526274/vid/avc1/364x640/HpmnDFZIyW-of7UR.mp4?tag=14""]}",Horrible scenes of a new massacre in Rafah:  The Israeli army committed a horrific massacre in North West Rafah which is supposed to be a safe area bombarding and burning tents of displaced Palestinians killing more than 30 civilians many of whom were burned to death and injuring ,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""76604446"",""profile_name"":""Ministerie van Buitenlandse Zaken"",""url"":""https://x.com/MinBZ""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""633764653"",""profile_name"":""Hanke Bruins Slot"",""url"":""https://x.com/HankeBruinsSlot""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""4106204219"",""profile_name"":""CIJ_ICJ"",""url"":""https://x.com/CIJ_ICJ""}]",119,283,508,34425,,null,6174,The Rights Forum zet zich in voor een rechtvaardig en duurzaam Nederlands en Europees beleid ten aanzien van de kwestie-Palestina/Israël.,23208,https://pbs.twimg.com/profile_images/879274890716696577/YuH9snr5_normal.jpg,1415,FALSE,19,7,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1782413012596400137,EU_ENV,EU Environment,"Our toolkit to become a #WaterWiseEU campaign partner is now available in all official languages! Download it now to start seeing water differently https:// europa.eu/!6PPCgp Let's start seeing water differently, together! Help us spread the word about the issues we are facing & the solutions available Download our toolkit to become a #WaterWiseEU campaign partner - now in English, but soon available in more languages https:// europa.eu/!6PPCgp","""2024-04-22T14:15:52.000Z""",null,null,https://x.com/EU_ENV/status/1782413012596400137,"{""data_posted"":null,""description"":""Let's start seeing water differently, together!\n\nHelp us spread the word about the 💧 issues we are facing &amp; the solutions available\n\nDownload our toolkit to become a #WaterWiseEU campaign partner - now in English, but soon available in more languages 👉 https://t.co/uO9yYjGb0M https://t.co/2EtMM7aYob"",""photos"":null,""post_id"":""1777993458835149065"",""profile_id"":""EU_ENV"",""profile_name"":""EU Environment"",""url"":""https://x.com/EU_ENV/status/1777993458835149065"",""videos"":[""https://video.twimg.com/amplify_video/1777993186897461248/vid/avc1/1080x1080/PkTRUcHGv5tM9t99.mp4?tag=16""]}","Let's start seeing water differently, together!\n\nHelp us spread the word about the 💧 issues we are facing &amp; the solutions available\n\nDownload our toolkit to become a #WaterWiseEU campaign partner - now in English, but soon available in more languages 👉",null,1,13,28,5330,https://europa.eu/!6PPCgp,"[""WaterWiseEU""]",163632,The official account for @EU_Commission Directorate-General for Environment (DG ENV). Rts and likes are not necessarily endorsements.,38076,https://pbs.twimg.com/profile_images/1630115058360496128/TB434At0_normal.jpg,40208,FALSE,0,3,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1737525415634165770,neveen___a,Neveen,Sunday STL #CeasefireNOW #StopGazaGenocide,"""2023-12-20T17:28:35.000Z""","[""https://pbs.twimg.com/media/GBzuJ2YWMAAxUi0.jpg""]",null,https://x.com/neveen___a/status/1737525415634165770,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,2,29,54,3514,,"[""CeasefireNOW"",""StopGazaGenocide""]",1365,Muslim | Palestinian | Political Strategist | Lover of life | Gov. Relations Coordinator @AMPalestine MO & @AJPaction | Opinions are my own | 🇵🇸🇺🇸,27657,https://pbs.twimg.com/profile_images/1806155055562715136/Xtc62Aw4_normal.jpg,678,FALSE,1,0,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1819474153269088717,RoomofOnesOwn,your bookstore's favorite bookstore,James Baldwin with Howard Zinn,"""2024-08-02T20:43:36.000Z""","[""https://pbs.twimg.com/media/GUASFSAWIAEnAQo.jpg""]",null,https://x.com/RoomofOnesOwn/status/1819474153269088717,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,5,75,1950,53086,,null,37022,"Queer & Trans-owned bookstore in Madison, WI 🔸️ Open Sun-Fri 11-7, Sat 10-7 🔸️ Masks required. Dogs encouraged.",11814,https://pbs.twimg.com/profile_images/1548422829204353025/_4TxPoZr_normal.jpg,1925,FALSE,2,38,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1788798984242475131,arjunknanda,"Arjun Nanda, MD",Up to 80% of people with schizophrenia smoke cigarettes. Why? I’ve always had a soft spot for the self-medication hypothesis. Nicotine improves cognition (vital in schizophrenia) and reduces side effects from antipsychotics. That pesky increased mortality from cigs sucks tho.,"""2024-05-10T05:11:26.000Z""","[""https://pbs.twimg.com/media/GNMXMkEakAAlki4.jpg""]",null,https://x.com/arjunknanda/status/1788798984242475131,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,21,26,150,22623,,null,1005,Child Psychiatrist. Medical Team Lead @MCBH_together. I post about the future of mental health. Views are my own.,2577,https://pbs.twimg.com/profile_images/1684066673412968450/4MbA54gb_normal.jpg,818,FALSE,3,76,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1816642270638276862,bigkiitten,a nice enough person online 🍉,been rewatching the 19-20 primary debates. two things stand out: Biden was SO much sharper I hate Pete Buttigieg so much it’s unreal,"""2024-07-26T01:10:43.000Z""","[""https://pbs.twimg.com/media/GTYChC9WkAA2mWx.jpg""]",null,https://x.com/bigkiitten/status/1816642270638276862,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,159,168,8355,431785,,null,3936,very good sliding-scale herbalist- dm for a consult! Pocono Mountains fan account. Italianx. socialism liker. daylight savings time hater,92836,https://pbs.twimg.com/profile_images/1734827006846521344/C0zdcuc8_normal.jpg,3574,FALSE,43,337,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
1766488817362432144,crankyboricua,✨ Fanática 🧞‍♀️🍃✨🍉,one of my fav reunion looks of ALL TIME,"""2024-03-09T15:38:48.000Z""","[""https://pbs.twimg.com/media/GIPUN7MXoAAYWCw.jpg""]",null,https://x.com/crankyboricua/status/1766488817362432144,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",,null,7,38,956,24590,,null,1350,Here for the pop culture gossip and jokes. 🩵🇵🇷🌺☀️🌴🌊🫧,46866,https://pbs.twimg.com/profile_images/1525669234398969856/_HTmTaGi_normal.jpg,1239,FALSE,11,10,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",
